鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
大安區,租賃房屋,臺北市大安區建國南路二段３３２號５樓,0.0,,,,1141121,土地0建物1車位0,五層,16,辦公商業大樓,住家用,鋼筋混凝土造,0731205,199.7,5,2,2,有,有,無,73000,366,,0.0,0,租金總額含稅；,RPXNMLKKKIKGFFA18CC,,有,1141218~1161217,有,,
中正區,租賃房屋,臺北市中正區中華路二段３０７巷４０號四樓,0.0,,,,1141126,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),,加強磚造,0560519,25.63,1,1,1,有,無,無,8000,312,,0.0,0,,RPQNMLLKKIKGFAA07CC,獨立套房,無,1141201~1171130,無,熱水器,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區忠順街一段２６巷１弄７號四樓,0.0,,,,1141126,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0640721,84.57,3,2,1,有,無,有,21500,254,,0.0,0,,RPPOMLLKKIKGFAA07CC,整棟(戶)出租,無,1141225~1151224,無,冷氣、熱水器、冰箱,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區康定路２３２號五樓之１５,0.0,,,,1141121,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0700410,28.1,1,1,1,有,有,有,15000,534,,0.0,0,,RPRNMLLKKIKGFBA27CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區華西街２９巷１８號二樓,0.0,,,,1141124,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630218,40.77,2,1,1,有,無,無,12000,294,,0.0,0,續租案件；,RPTNMLLKKIKGFBA47CC,整棟(戶)出租,無,1141210~1151209,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
萬華區,租賃房屋,臺北市萬華區環河南路二段１００巷１３弄５號三樓,0.0,,,,1141121,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720919,91.09,3,2,1,有,無,無,20000,220,,0.0,0,續租案件；,RPUNMLLKKIKGFBA57CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器,社會住宅代管
萬華區,租賃房屋,臺北市萬華區東園街７３巷７８之１號５樓,0.0,,,,1141122,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750130,118.21,4,2,2,有,有,有,32000,271,,0.0,0,,RPVNMLLKKIKGFBA67CC,整棟(戶)出租,有,1141128~1151127,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
大同區,租賃房屋,臺北市大同區昌吉街２２６號,0.0,,,,1141127,土地0建物1車位0,一層,4,店面(店鋪),住商用,加強磚造,0570517,69.84,0,0,0,無,無,無,30720,440,,0.0,0,租金總額含稅；,RPROMLLKKIKGFBA37CC,,無,1141205~1191115,無,,
中山區,租賃房屋,臺北市中山區新生北路二段７６號九樓之９,0.0,,,,1141121,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970925,31.05,1,1,1,有,有,有,12000,386,,0.0,0,續租案件；,RPSNMLLKKIKGFCA47CC,獨立套房,有,1141230~1151229,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
內湖區,租賃房屋,臺北市內湖區港墘路３７巷１０號四樓,0.0,,,,1141121,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720629,98.89,3,2,2,有,無,有,35000,354,,0.0,0,,RPWNMLLKKIKGFCA87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區中山北路七段８１巷３０號六樓之５,0.0,,,,1141121,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680828,32.41,1,1,1,有,有,有,18100,558,,0.0,0,此案件租金總額19000元 包含管理費900元由出租人負擔,RPRNMLLKKIKGFEA57CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北投區,租賃房屋,臺北市北投區中和街５０７巷１０號四樓,0.0,,,,1141122,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650401,74.52,3,2,1,有,無,無,22000,295,,0.0,0,多人共同承租2；,RPSNMLLKKIKGFEA67CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
大安區,租賃房屋,臺北市大安區忠孝東路三段２１７巷５弄２２號二樓,0.0,,,,1141124,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700220,143.38,3,2,2,有,無,有,35000,244,,0.0,0,,RPQNMLLKKIKGFFA57CC,整棟(戶)出租,無,1141210~1151209,無,冷氣、熱水器,社會住宅代管
大安區,租賃房屋,臺北市大安區仁愛路三段２３號五樓,0.0,,,,1141128,土地0建物0車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660111,13.22,5,1,2,有,有,有,14500,1097,,0.0,0,租金總額含管理費；網路費；其他清潔費；,RPUNMLLKKIKGFFA97CC,分租雅房,有,1141210~1150609,有,冷氣、熱水器、洗衣機、冰箱、網路,一般轉租
中正區,租賃房屋,臺北市中正區羅斯福路三段２４４巷１０弄１７號５樓,0.0,,,,1141128,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630411,18.95,6,0,6,有,無,無,16500,871,,0.0,0,,RPTNMLMKKIKGFAA47CC,分租套房,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱,一般轉租
中正區,租賃房屋,臺北市中正區廈門街８１巷１２-４號１樓,0.0,,,,1141123,土地0建物0車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,,20.82,6,1,3,有,無,有,20800,999,,0.0,0,多人共同承租2；租金總額含管理費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPVNMLMKKIKGFAA67CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區貴陽街二段１４１號５樓,0.0,,,,1141128,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660325,41.77,1,0,1,有,無,有,15000,359,,0.0,0,,RPQNMLMKKIKGFBA27CC,獨立套房,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,
萬華區,租賃房屋,臺北市萬華區漢口街二段７３號七樓之１１,0.0,,,,1141127,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850106,27.790000000000003,1,1,1,有,有,有,15000,540,,0.0,0,管理費每個月940元不包含在租金內,RPQOMLMKKIKGFBA37CC,獨立套房,有,1141201~1160901,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區南京西路３６０之２號十二樓之１３,0.0,,,,1141124,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0671107,30.229999999999997,1,1,1,有,有,有,15500,513,,0.0,0,管理費每個月680元不包含在租金內,RPXOMLMKKIKGFBA08CC,獨立套房,有,1141201~1161130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區內湖路一段２０３巷７號３樓之１,0.0,,,,1141128,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850805,64.56,2,1,1,有,有,有,32000,496,,0.0,0,,RPSNMLMKKIKGFCA57CC,整棟(戶)出租,有,1141210~1151209,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
中山區,租賃房屋,臺北市中山區龍江路３１８巷１之１號,0.0,,,,1141127,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0771101,73.96,0,2,2,有,無,無,39550,535,,0.0,0,租金已扣除租賃所得稅4500元及二代健保補充保費950元。含增建或未登記建物；,RPXOMLMKKIKGFCA18CC,,無,1150101~1171231,有,冷氣、熱水器、瓦斯或天然氣,
中山區,租賃房屋,臺北市中山區民權東路一段５７號十二樓,0.0,,,,1141122,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),一般事務所（Ｇ－２）,鋼骨鋼筋混凝土造,1090120,78.8,1,1,1,有,有,有,86000,1091,,0.0,0,租金總額含管理費；網路費；其他有線電視；,RPTPMLMKKIKGFCA87CC,整棟(戶)出租,有,1141122~1161121,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
信義區,租賃房屋,臺北市信義區光復南路４２１巷２３號５樓,0.0,,,,1141128,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690320,30.95,3,2,1,有,無,有,18000,582,,0.0,0,C室多人共同承租2；租金總額含水費；瓦斯費；網路費；,RPRNMLMKKIKGFDA57CC,分租雅房,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,
北投區,租賃房屋,臺北市北投區同德街２７巷６號四樓,0.0,,,,1141125,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680626,98.78,3,2,2,有,有,無,27500,278,,0.0,0,管理費每個月400元不包含在租金內,RPOOMLMKKIKGFEA47CC,整棟(戶)出租,無,1141216~1151215,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區中山北路七段１４巷１０之１號六樓,0.0,,,,1141127,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711116,119.12,3,2,2,有,有,有,60000,504,,0.0,0,租金總額含管理費；,RPQOMLMKKIKGFEA67CC,整棟(戶)出租,有,1141129~1161128,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
大安區,租賃房屋,臺北市大安區建國南路一段２５８巷５號五樓,0.0,,,,1141124,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691219,124.94,3,2,2,有,無,有,30000,240,,0.0,0,,RPROMLMKKIKGFFA87CC,整棟(戶)出租,無,1141216~1151215,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區保儀路１２９號,0.0,,,,1141128,土地0建物0車位0,全,12,透天厝,第八組：社會福利設施—兒童、少年福利機構、防空避難室兼停車空間、第三組：寄宿住宅、機房及水箱、停車空間，機房、第十九組：,鋼筋混凝土造,1090504,33.0,16,2,16,有,有,有,20000,606,,0.0,0,租金總額含水費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPSNMLNKKIKGFAA47CC,分租套房,有,1141123~1151122,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
文山區,租賃房屋,臺北市文山區保儀路１２９號１２樓,0.0,,,,1141124,土地0建物0車位0,全,12,透天厝,第八組：社會福利設施—兒童、少年福利機構、防空避難室兼停車空間、第三組：寄宿住宅、機房及水箱、停車空間，機房、第十九組：,鋼筋混凝土造,1090504,35.31,16,2,16,有,有,有,21000,595,,0.0,0,租金總額含水費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPTNMLNKKIKGFAA57CC,分租套房,有,1141123~1151122,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
文山區,租賃房屋,臺北市文山區保儀路１２９號１１樓,0.0,,,,1141122,土地0建物0車位0,全,12,透天厝,第八組：社會福利設施—兒童、少年福利機構、防空避難室兼停車空間、第三組：寄宿住宅、機房及水箱、停車空間，機房、第十九組：,鋼筋混凝土造,1090504,29.7,16,2,16,有,有,有,20000,673,,0.0,0,租金總額含水費；網路費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPUNMLNKKIKGFAA67CC,分租套房,有,1141211~1151210,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
中山區,租賃房屋,臺北市中山區天祥路８０號三樓之１０,0.0,,,,1141124,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931203,42.489999999999995,1,1,1,有,有,有,32000,753,,0.0,0,租金總額含管理費；續租案件；,RPSNMLNKKIKGFCA67CC,整棟(戶)出租,有,1141214~1151213,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中山區,租賃房屋,臺北市中山區長春路２８號五樓之１,0.0,,,,1141128,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,46.34,1,1,1,有,有,有,35000,755,,0.0,0,租金總額含管理費；續租案件；,RPTNMLNKKIKGFCA77CC,獨立套房,有,1150120~1160119,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中山區,租賃房屋,臺北市中山區吉林路２００巷２３之１號２樓,0.0,,,,1141124,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0550506,83.2,1,2,2,有,無,有,33000,397,,0.0,0,續租案件；,RPVNMLNKKIKGFCA97CC,整棟(戶)出租,無,1141214~1161213,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
信義區,租賃房屋,臺北市信義區松勤街８０號２樓,0.0,,,,1141121,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880909,245.14,4,2,2,有,無,無,91023,371,,0.0,0,,RPPNMLOKKIKGFDA57CC,整棟(戶)出租,無,1141121~1151120,有,冷氣、熱水器、瓦斯或天然氣,
大安區,租賃房屋,臺北市大安區八德路二段１８號,0.0,,,,1141121,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0690909,143.26,0,0,0,無,無,無,90000,628,,0.0,0,租金總額含稅；,RPPNMLOKKIKGFFA77CC,,無,1141121~1191120,無,,
文山區,租賃房屋,臺北市文山區興隆路三段２０７巷１１弄１０號五樓,0.0,,,,1141122,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,114.59,3,2,2,有,有,有,19600,171,,0.0,0,,RPPNMLPKKIKGFAA37CC,整棟(戶)出租,無,1141201~1171130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區木新路三段４５巷７弄１２號二樓,0.0,,,,1141125,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760303,107.67999999999999,3,2,2,有,無,有,28000,260,,0.0,0,,RPQNMLPKKIKGFAA47CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區景華街１２１巷２弄３號四樓,0.0,,,,1141125,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660628,80.35,3,2,1,有,無,有,24000,299,,0.0,0,,RPRNMLPKKIKGFAA57CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區福興路８２巷１弄１５號四樓,0.0,,,,1141123,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720905,88.34,3,2,1,有,無,有,25000,283,,0.0,0,,RPSNMLPKKIKGFAA67CC,整棟(戶)出租,無,1141201~1161130,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,
中正區,租賃房屋,臺北市中正區汀州路二段１２７巷２０號一樓,0.0,,,,1141125,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670224,121.61,3,1,1,有,無,有,36000,296,,0.0,0,,RPTNMLPKKIKGFAA77CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
萬華區,租賃房屋,臺北市萬華區富民路１４９號四樓,0.0,,,,1141124,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0590321,82.58,2,1,1,有,無,有,21000,254,,0.0,0,,RPXNMLPKKIKGFBA28CC,整棟(戶)出租,無,1141130~1151129,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
萬華區,租賃房屋,臺北市萬華區西園路一段５５號四樓之１,0.0,,,,1141125,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760117,73.44,2,1,1,有,無,有,19500,266,,0.0,0,多人共同承租2；,RPPOMLPKKIKGFBA57CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區合江街１１９號二樓,0.0,,,,1141124,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741204,72.48,1,1,2,有,無,無,26000,359,,0.0,0,,RPQNMLPKKIKGFCA67CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,臺北市中山區合江街９４巷１０弄２０之１號二樓,0.0,,,,1141125,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600106,66.2,2,1,1,有,無,有,21000,317,,0.0,0,,RPSNMLPKKIKGFCA87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,臺北市中山區民權東路一段３６號四樓,0.0,,,,1141125,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,38.18,1,1,1,有,有,有,24000,629,,0.0,0,,RPTNMLPKKIKGFCA97CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區民權東路三段１６０巷１號三樓之５,0.0,,,,1141124,土地0建物1車位0,見其他登記事項,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0690801,66.96,3,2,1,有,有,有,24000,358,,0.0,0,,RPQNMLPKKIKGFDA77CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北投區,租賃房屋,臺北市北投區公?路６５號五樓之１,0.0,,,,1141124,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680517,109.53,3,1,2,有,無,有,22500,205,,0.0,0,,RPQNMLPKKIKGFEA87CC,整棟(戶)出租,無,1141204~1151203,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
文山區,租賃房屋,臺北市文山區木柵路二段１０９巷１００弄４８號十二樓,0.0,,,,1141122,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850925,113.63999999999999,2,1,1,有,有,有,18000,158,,0.0,0,未租賃車位，建物登記含有車位面積；續租案件；,RPPNMLQKKIKGFAA47CC,整棟(戶)出租,有,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區木柵路２段１０９巷２５弄４號２樓,0.0,,,,1141125,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700508,98.05,3,2,1,有,無,無,26000,265,,0.0,0,此為台北市公會版社會住宅包租代管計畫之物件,RPTNMLQKKIKGFAA87CC,整棟(戶)出租,無,1141215~1151214,無,冷氣、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區辛亥路五段８１之１號３樓,0.0,,,,1141124,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720818,82.56,2,2,1,有,有,有,33000,400,,0.0,0,,RPWNMLQKKIKGFAA18CC,整棟(戶)出租,有,1141210~1151209,有,冷氣、熱水器、洗衣機、電視機,社會住宅代管
文山區,租賃房屋,臺北市文山區景興路１８８號二十三樓之４,0.0,,,,1141124,土地0建物1車位0,二十三層,24,住宅大樓(11層含以上有電梯),住家用,見使用執照,0850104,67.23,1,1,1,有,有,有,21000,312,,0.0,0,,RPVOMLQKKIKGFAA18CC,獨立套房,有,1141228~1151227,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
萬華區,租賃房屋,臺北市萬華區康定路２０６號１０樓之９,0.0,,,,1141126,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0670718,31.330000000000002,1,1,1,有,有,有,16500,527,,0.0,0,此為國家住宅都市更新中心社會住宅包租代管計畫之物件續租案件；,RPWNMLQKKIKGFBA28CC,獨立套房,有,1141216~1151215,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區武成街１２５巷６弄１５號三樓,0.0,,,,1141126,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,66.55,3,1,1,有,無,有,26000,391,,0.0,0,多人共同承租2；,RPOOMLQKKIKGFBA57CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
大同區,租賃房屋,臺北市大同區延平北路四段９３之２號四樓,0.0,,,,1141126,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0620314,66.99,3,1,1,有,無,有,25000,373,,0.0,0,,RPPOMLQKKIKGFBA67CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區大理街１６０巷２４弄１０號四樓,0.0,,,,1141124,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710204,100.85,3,1,1,有,無,無,25000,248,,0.0,0,,RPTOMLQKKIKGFBA08CC,整棟(戶)出租,無,1141220~1151219,無,冷氣、熱水器,社會住宅代管
內湖區,租賃房屋,臺北市內湖區康樂街２０１巷２３弄３號,0.0,,,,1141128,土地0建物1車位0,見其他登記事項,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781106,186.54999999999998,4,2,2,有,無,有,37000,198,,0.0,0,,RPRNMLQKKIKGFCA87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,
中山區,租賃房屋,臺北市中山區中山北路二段２７巷２號二樓之５,0.0,,,,1141125,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700511,30.91,1,1,1,有,有,有,15000,485,,0.0,0,此為國家住宅都市更新中心社會住宅包租代管計畫之物件租金總額含網路費；其他第四台；,RPPOMLQKKIKGFCA77CC,獨立套房,有,1141210~1151209,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區雙城街４６巷１７號二樓之３,0.0,,,,1141126,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700915,31.65,1,1,1,有,有,有,22700,717,,0.0,0,此案件租金總額23500元 包含管理費800元由出租人負擔,RPQOMLQKKIKGFCA87CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區中和街４０號八樓之１２,0.0,,,,1141126,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690821,32.26,1,1,1,有,有,有,12500,387,,0.0,0,管理費500元，水電費 瓦斯費 由承租人負擔,RPRNMLQKKIKGFEA08CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區關渡路６８號三樓,0.0,,,,1141126,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790110,135.65,3,2,2,有,有,有,26700,197,,0.0,0,,RPSNMLQKKIKGFEA18CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
大安區,租賃房屋,臺北市大安區市民大道四段５８號２樓,0.0,,,,1141124,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600113,9.38,5,0,4,有,無,有,7500,800,,0.0,0,5戶公用公共走道及洗衣機約5.39坪租金總額含水費；網路費；,RPPNMLQKKIKGFFA97CC,分租雅房,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、網路,一般轉租
大安區,租賃房屋,臺北市大安區安和路二段７號１１樓之１,0.0,,,,1141121,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700910,127.44999999999999,0,0,0,無,有,無,77370,607,,0.0,0,租金總額含稅；,RPTNMLQKKIKGFFA38CC,,有,1141210~1171209,有,,
大安區,租賃房屋,臺北市大安區延吉街１２０號１樓,0.0,,,,1141127,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0760918,58.51,1,2,1,有,無,無,91022,1556,,0.0,0,租金總額含稅；,RPUNMLQKKIKGFFA48CC,,無,1150101~1181231,有,,
大安區,租賃房屋,臺北市大安區仁愛路三段２３號五樓,0.0,,,,1141128,土地0建物0車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660111,13.22,5,1,2,有,有,有,14500,1097,,0.0,0,租金總額含管理費；網路費；其他清潔費；,RPWNMLQKKIKGFFA68CC,分租雅房,有,1141210~1150609,有,冷氣、熱水器、洗衣機、冰箱、網路,一般轉租
大安區,租賃房屋,臺北市大安區復興南路一段２５３巷８號４樓之３,0.0,,,,1141128,土地0建物0車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680115,21.9,4,2,2,有,有,有,8400,384,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQOMLQKKIKGFFA18CC,分租套房,有,1141128~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
文山區,租賃房屋,臺北市文山區興隆路四段１７９巷３號五樓,0.0,,,,1141127,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670127,74.12,3,1,1,有,無,無,24000,324,,0.0,0,,RPUOMLRKKIKGFAA18CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器,社會住宅代管
